ID,Date,Element,Data_Value
GME00121246,2007-12-28,TMIN,-13
GMW00034068,2006-01-23,TMAX,-3
GME00121246,2011-01-30,TMIN,-76
GMW00035032,2008-07-04,TMIN,132
GMW00035032,2009-02-18,TMIN,-67
GMW00035032,2006-08-03,TMAX,223
GMW00035032,2006-08-03,TMIN,110
GMW00035032,2008-07-04,TMAX,246
GMW00035032,2006-12-15,TMAX,56
GMW00035032,2006-12-15,TMIN,-20
GMW00035032,2008-02-26,TMAX,148
GMW00035032,2009-02-18,TMAX,18
GME00121246,2009-07-27,TMIN,130
GME00121246,2012-07-05,TMAX,289
GME00121246,2012-07-05,TMIN,169
GME00121246,2009-07-27,TMAX,296
GMW00034068,2006-06-23,TMIN,109
GMW00034068,2009-03-30,TMAX,132
GMW00035032,2011-05-14,TMIN,79
GMW00034068,2010-08-28,TMIN,117
GME00121246,2012-04-06,TMIN,17
GME00121246,2010-03-19,TMAX,188
GME00121246,2010-03-19,TMIN,92
GMW00035032,2005-11-23,TMAX,41
GMW00034068,2011-11-16,TMAX,39
GME00121246,2012-04-06,TMAX,97
GMW00034068,2011-11-16,TMIN,-17
GMW00034068,2009-03-30,TMIN,10
GMW00035032,2008-01-05,TMIN,-9
GMW00035032,2008-01-05,TMAX,66
GMW00034068,2006-06-23,TMAX,240
GMW00034068,2010-08-28,TMAX,196
GMW00035032,2010-06-17,TMIN,124
GMW00035032,2010-06-17,TMAX,182
GMW00035032,2009-03-01,TMIN,44
GMW00034068,2014-10-18,TMIN,78
GMW00034068,2008-02-04,TMAX,79
GMW00034068,2015-12-16,TMIN,58
GMW00034068,2015-12-16,TMAX,112
GME00121246,2011-08-18,TMIN,147
GME00121246,2011-08-18,TMAX,296
GMW00034068,2009-08-01,TMIN,130
GMW00034068,2012-02-09,TMAX,-45
GMW00034068,2012-02-09,TMIN,-126
GMW00035032,2014-10-02,TMIN,114
GMW00034068,2009-08-01,TMAX,297
GMW00034068,2005-05-01,TMAX,289
GMW00035032,2014-10-02,TMAX,222
GMW00035032,2015-05-20,TMIN,59
GMW00034068,2005-05-01,TMIN,105
GMW00035032,2013-08-31,TMAX,227
GME00121246,2008-08-11,TMAX,250
GMW00035032,2012-08-24,TMIN,152
GME00121246,2008-08-11,TMIN,149
GME00121246,2010-05-17,TMIN,46
GME00121246,2010-05-17,TMAX,175
GMW00035032,2013-03-14,TMAX,23
GMW00035032,2013-03-14,TMIN,-105
GMW00035032,2012-02-14,TMIN,-26
GMW00034068,2011-01-20,TMIN,1
GMW00034068,2011-01-20,TMAX,39
GME00121246,2008-02-05,TMAX,91
GME00121246,2008-02-05,TMIN,30
GMW00035032,2005-04-08,TMAX,123
GMW00035032,2005-04-08,TMIN,66
GMW00034068,2014-10-18,TMAX,210
GMW00035032,2015-09-04,TMAX,192
GMW00035032,2006-11-28,TMAX,76
GME00121246,2011-07-07,TMIN,144
GMW00034068,2015-11-27,TMIN,-31
GMW00035032,2015-01-25,TMAX,31
GME00121246,2006-08-27,TMIN,129
GMW00034068,2012-05-22,TMAX,259
GMW00035032,2015-01-25,TMIN,-26
GMW00035032,2007-07-29,TMAX,198
GMW00034068,2012-05-22,TMIN,137
GMW00034068,2012-09-22,TMIN,71
GMW00034068,2008-02-04,TMIN,-36
GME00121246,2007-02-10,TMAX,72
GMW00034068,2012-09-22,TMAX,178
GMW00035032,2008-08-28,TMIN,151
GMW00035032,2008-08-28,TMAX,215
GMW00035032,2005-11-23,TMIN,11
GMW00034068,2007-01-28,TMIN,15
GMW00035032,2009-03-01,TMAX,110
GME00121246,2013-10-31,TMAX,135
GME00121246,2013-10-31,TMIN,-6
GMW00034068,2015-11-27,TMAX,11
GMW00034068,2011-10-29,TMAX,172
GME00121246,2012-12-06,TMAX,20
GMW00034068,2011-10-29,TMIN,38
GME00121246,2012-12-06,TMIN,-35
GMW00034068,2010-07-05,TMAX,301
GME00121246,2011-07-07,TMAX,278
GMW00035032,2013-04-10,TMIN,71
GMW00035032,2007-07-29,TMIN,131
GMW00034068,2007-01-28,TMAX,58
GMW00035032,2012-02-14,TMAX,26
GMW00035032,2013-08-31,TMIN,139
GME00121246,2010-08-01,TMIN,157
GME00121246,2010-08-01,TMAX,281
GMW00035032,2013-04-10,TMAX,121
GMW00034068,2010-11-06,TMAX,155
GMW00034068,2010-11-06,TMIN,81
GME00121246,2013-06-13,TMIN,124
GME00121246,2013-11-10,TMIN,15
GMW00034068,2009-03-10,TMAX,80
GMW00034068,2009-03-10,TMIN,13
GMW00034068,2013-08-17,TMAX,308
GMW00034068,2013-08-17,TMIN,126
GMW00035032,2006-03-10,TMAX,94
GME00121246,2012-01-07,TMAX,69
GME00121246,2006-02-10,TMIN,-13
GMW00034068,2010-07-10,TMIN,176
GME00121246,2012-01-07,TMIN,30
GME00121246,2006-02-10,TMAX,43
GMW00034068,2007-04-07,TMAX,166
GMW00034068,2007-04-07,TMIN,45
GMW00035032,2007-02-09,TMAX,93
GMW00035032,2009-01-09,TMIN,-128
GME00121246,2006-01-17,TMAX,33
GME00121246,2007-10-04,TMIN,141
GME00121246,2007-10-04,TMAX,219
GMW00035032,2007-07-01,TMAX,238
GME00121246,2006-01-17,TMIN,-43
GMW00034068,2012-10-06,TMIN,125
GMW00034068,2012-10-06,TMAX,222
GMW00034068,2006-04-09,TMAX,143
GMW00034068,2006-04-09,TMIN,74
GMW00035032,2005-01-06,TMIN,48
GMW00034068,2011-07-11,TMIN,142
GMW00034068,2012-01-18,TMIN,-68
GME00121246,2009-08-21,TMAX,240
GME00121246,2009-08-21,TMIN,125
GMW00035032,2013-05-20,TMIN,90
GMW00035032,2007-02-09,TMIN,29
GMW00034068,2009-10-06,TMIN,133
GMW00035032,2011-10-17,TMAX,137
GMW00034068,2009-10-06,TMAX,215
GMW00034068,2011-03-24,TMAX,197
GME00121246,2010-04-11,TMIN,43
GME00121246,2013-03-06,TMAX,161
GME00121246,2010-04-11,TMAX,105
GMW00035032,2012-10-11,TMAX,133
GMW00035032,2005-01-10,TMIN,60
GMW00035032,2012-10-11,TMIN,25
GMW00034068,2011-03-24,TMIN,18
GMW00035032,2014-12-05,TMAX,45
GMW00034068,2005-07-07,TMAX,199
GMW00034068,2007-09-10,TMAX,172
GMW00035032,2005-01-10,TMAX,129
GME00121246,2014-11-02,TMIN,83
GME00121246,2013-03-06,TMIN,-26
GMW00034068,2007-09-10,TMIN,78
GME00121246,2014-11-02,TMAX,133
GMW00035032,2014-12-05,TMIN,26
GMW00035032,2011-10-17,TMIN,14
GME00121246,2013-11-10,TMAX,88
GMW00035032,2007-07-01,TMIN,126
GME00121246,2009-06-09,TMAX,220
GME00121246,2009-06-09,TMIN,118
GMW00034068,2010-07-10,TMAX,366
GMW00035032,2013-05-20,TMAX,149
GMW00035032,2012-02-08,TMIN,-88
GMW00034068,2010-09-03,TMAX,216
GME00121246,2009-06-06,TMAX,120
GMW00034068,2010-09-03,TMIN,106
GME00121246,2009-06-06,TMIN,77
GMW00034068,2014-12-28,TMAX,-2
GMW00034068,2014-12-28,TMIN,-73
GMW00035032,2012-02-08,TMAX,-28
GMW00034068,2011-07-11,TMAX,277
GMW00035032,2010-08-21,TMAX,306
GMW00034068,2012-01-18,TMAX,38
GMW00035032,2005-04-16,TMAX,232
GMW00035032,2005-04-16,TMIN,102
GME00121246,2007-04-21,TMIN,11
GMW00035032,2011-05-06,TMIN,65
GME00121246,2007-04-21,TMAX,170
GMW00034068,2005-10-19,TMIN,27
GME00121246,2009-03-28,TMIN,29
GMW00034068,2005-10-19,TMAX,109
GMW00035032,2007-10-28,TMAX,113
GMW00034068,2012-03-25,TMAX,218
GMW00034068,2012-03-25,TMIN,39
GMW00034068,2012-03-18,TMIN,48
GMW00034068,2012-03-18,TMAX,109
GMW00035032,2008-10-02,TMIN,72
GMW00034068,2006-02-12,TMAX,47
GME00121246,2014-12-26,TMIN,-5
GME00121246,2014-12-26,TMAX,55
GME00121246,2012-04-12,TMIN,25
GMW00035032,2006-03-10,TMIN,30
GME00121246,2012-04-12,TMAX,129
GMW00035032,2009-08-01,TMIN,123
GMW00035032,2009-08-01,TMAX,284
GMW00034068,2014-07-11,TMAX,272
GME00121246,2015-03-28,TMAX,134
GME00121246,2005-12-12,TMIN,-8
GME00121246,2005-12-12,TMAX,50
GMW00034068,2015-11-02,TMAX,58
GMW00034068,2006-02-12,TMIN,-22
GME00121246,2014-05-31,TMIN,42
GME00121246,2014-05-31,TMAX,218
GMW00035032,2008-10-02,TMAX,155
GMW00034068,2014-07-11,TMIN,129
GME00121246,2013-11-06,TMIN,77
GME00121246,2015-03-28,TMIN,35
GMW00035032,2014-01-25,TMAX,29
GMW00034068,2010-01-08,TMIN,-43
GMW00034068,2010-01-08,TMAX,-11
GME00121246,2006-11-19,TMIN,46
GME00121246,2006-11-19,TMAX,108
GME00121246,2012-11-03,TMAX,116
GME00121246,2012-11-03,TMIN,64
GMW00034068,2015-10-15,TMIN,40
GMW00034068,2015-10-15,TMAX,61
GMW00035032,2010-08-21,TMIN,137
GME00121246,2007-08-13,TMAX,247
GMW00035032,2011-05-06,TMAX,235
GMW00034068,2012-10-05,TMAX,214
GMW00034068,2012-10-05,TMIN,82
GME00121246,2007-08-13,TMIN,143
GMW00034068,2006-12-19,TMIN,23
GMW00034068,2006-12-19,TMAX,57
GMW00035032,2007-07-31,TMAX,204
GMW00035032,2014-01-25,TMIN,-3
GMW00034068,2015-08-13,TMAX,366
GMW00034068,2007-11-11,TMAX,115
GME00121246,2009-09-21,TMAX,215
GME00121246,2009-09-21,TMIN,130
GME00121246,2012-12-17,TMAX,86
GME00121246,2009-03-28,TMAX,101
GMW00035032,2007-10-28,TMIN,52
GMW00035032,2013-07-08,TMIN,161
GME00121246,2012-12-17,TMIN,52
GMW00034068,2015-08-13,TMIN,201
GMW00035032,2007-07-31,TMIN,84
GMW00035032,2006-10-10,TMAX,211
GMW00035032,2006-10-10,TMIN,98
GMW00035032,2013-07-08,TMAX,280
GME00121246,2013-11-06,TMAX,139
GMW00034068,2006-11-26,TMAX,150
GMW00034068,2008-07-03,TMIN,165
GME00121246,2009-01-17,TMAX,44
GMW00034068,2014-06-01,TMAX,224
GMW00035032,2005-08-07,TMAX,195
GME00121246,2011-12-07,TMIN,35
GMW00035032,2011-04-25,TMIN,89
GME00121246,2010-11-17,TMAX,64
GMW00035032,2011-04-25,TMAX,227
GME00121246,2007-07-14,TMIN,144
GMW00034068,2005-10-26,TMIN,97
GME00121246,2005-08-18,TMIN,139
GMW00034068,2005-10-26,TMAX,193
GMW00035032,2009-05-18,TMAX,213
GME00121246,2015-12-06,TMAX,105
GME00121246,2011-10-25,TMAX,129
GME00121246,2011-10-25,TMIN,53
GMW00034068,2011-11-21,TMAX,91
GMW00034068,2011-11-21,TMIN,-16
GMW00035032,2009-06-19,TMIN,132
GMW00035032,2015-04-07,TMIN,-22
GMW00034068,2007-01-23,TMAX,16
GMW00034068,2005-07-13,TMIN,155
GMW00034068,2005-07-13,TMAX,306
GME00121246,2008-09-23,TMAX,138
GME00121246,2009-01-17,TMIN,-28
GME00121246,2006-12-05,TMIN,111
GME00121246,2006-12-05,TMAX,159
GME00121246,2015-12-06,TMIN,21
GMW00034068,2009-06-17,TMAX,253
GMW00034068,2010-04-05,TMIN,19
GMW00034068,2010-04-05,TMAX,133
GMW00035032,2009-05-18,TMIN,83
GME00121246,2008-09-23,TMIN,53
GMW00034068,2009-06-17,TMIN,82
GME00121246,2008-05-30,TMAX,273
GMW00035032,2008-06-24,TMAX,291
GME00121246,2014-07-10,TMIN,125
GME00121246,2010-11-17,TMIN,49
GME00121246,2008-04-04,TMIN,4
GME00121246,2008-04-04,TMAX,109
GMW00034068,2006-03-15,TMAX,54
GMW00034068,2006-03-15,TMIN,-27
GMW00035032,2006-01-04,TMIN,-41
GME00121246,2008-04-12,TMAX,146
GME00121246,2012-05-24,TMIN,153
GMW00035032,2006-01-04,TMAX,23
GMW00035032,2012-11-22,TMAX,66
GME00121246,2007-04-26,TMIN,96
GMW00035032,2007-12-03,TMAX,91
GMW00035032,2012-11-22,TMIN,32
GME00121246,2008-04-12,TMIN,32
GMW00035032,2007-12-03,TMIN,51
GME00121246,2012-05-24,TMAX,280
GME00121246,2011-12-07,TMAX,97
GME00121246,2008-05-30,TMIN,163
GMW00035032,2009-05-17,TMAX,251
GME00121246,2015-10-17,TMIN,54
GME00121246,2015-10-17,TMAX,84
GMW00034068,2014-06-01,TMIN,83
GMW00034068,2008-07-13,TMAX,220
GMW00035032,2005-08-07,TMIN,94
GMW00035032,2011-10-14,TMAX,140
GMW00035032,2011-10-14,TMIN,30
GMW00034068,2015-10-25,TMIN,63
GMW00034068,2015-10-25,TMAX,155
GMW00035032,2009-05-17,TMIN,80
GME00121246,2007-04-26,TMAX,263
GMW00034068,2008-07-13,TMIN,105
GMW00035032,2007-03-16,TMIN,10
GMW00034068,2007-01-23,TMIN,-20
GMW00035032,2006-05-25,TMAX,129
GMW00034068,2015-07-21,TMAX,325
GMW00035032,2005-10-06,TMIN,118
GMW00035032,2009-07-27,TMAX,290
GME00121246,2007-05-03,TMIN,53
GMW00035032,2008-02-09,TMIN,-19
GMW00035032,2009-07-27,TMIN,132
GMW00035032,2005-10-06,TMAX,225
GME00121246,2014-07-06,TMIN,165
GMW00035032,2011-02-04,TMAX,86
GMW00035032,2015-04-04,TMAX,86
GMW00035032,2015-04-04,TMIN,41
GMW00034068,2015-07-21,TMIN,208
GME00121246,2005-08-18,TMAX,285
GMW00034068,2007-11-11,TMIN,47
GMW00035032,2005-03-17,TMAX,193
GMW00035032,2005-05-20,TMAX,239
GMW00035032,2009-11-02,TMIN,64
GME00121246,2011-08-13,TMIN,159
GMW00034068,2008-07-03,TMAX,247
GME00121246,2011-08-13,TMAX,238
GME00121246,2011-11-13,TMAX,82
GMW00034068,2006-11-26,TMIN,49
GME00121246,2011-11-13,TMIN,-20
GME00121246,2007-05-03,TMAX,225
GMW00035032,2005-01-06,TMAX,97
GME00121246,2014-07-06,TMAX,308
GMW00034068,2005-07-07,TMIN,123
GMW00035032,2005-03-17,TMIN,94
GMW00035032,2009-11-02,TMAX,116
GME00121246,2008-11-25,TMAX,14
GME00121246,2008-11-25,TMIN,-44
GMW00035032,2009-01-09,TMAX,-27
GMW00035032,2015-04-07,TMAX,135
GMW00034068,2015-12-10,TMAX,29
GME00121246,2012-08-10,TMIN,109
GMW00035032,2009-06-19,TMAX,210
GME00121246,2005-09-09,TMIN,146
GME00121246,2005-09-09,TMAX,279
GME00121246,2007-07-14,TMAX,317
GMW00034068,2007-10-02,TMIN,143
GMW00035032,2008-09-12,TMIN,149
GMW00035032,2008-09-12,TMAX,188
GMW00034068,2014-10-08,TMIN,117
GMW00035032,2015-08-21,TMAX,262
GMW00035032,2015-08-21,TMIN,132
GMW00035032,2006-05-25,TMIN,94
GME00121246,2007-04-03,TMAX,151
GMW00034068,2013-12-31,TMIN,-9
GMW00034068,2013-12-31,TMAX,65
GME00121246,2007-04-03,TMIN,56
GMW00034068,2007-10-02,TMAX,202
GMW00035032,2014-11-29,TMIN,36
GME00121246,2012-08-10,TMAX,229
GMW00035032,2005-05-20,TMIN,89
GMW00035032,2013-09-19,TMIN,88
GMW00035032,2014-11-29,TMAX,43
GMW00035032,2013-09-19,TMAX,156
GME00121246,2008-05-24,TMAX,239
GMW00034068,2015-12-10,TMIN,-23
GME00121246,2014-03-19,TMIN,80
GME00121246,2014-03-19,TMAX,159
GMW00034068,2013-06-16,TMAX,257
GMW00034068,2014-10-08,TMAX,200
GMW00034068,2013-06-16,TMIN,111
GMW00035032,2008-02-09,TMAX,107
GMW00035032,2008-06-24,TMIN,155
GME00121246,2008-05-24,TMIN,84
GMW00035032,2011-06-15,TMAX,258
GME00121246,2009-06-16,TMAX,223
GMW00035032,2014-01-08,TMAX,134
GME00121246,2009-01-15,TMAX,24
GMW00035032,2013-06-01,TMIN,118
GME00121246,2009-01-15,TMIN,-64
GME00121246,2011-09-11,TMIN,146
GME00121246,2011-09-11,TMAX,251
GME00121246,2015-06-06,TMAX,288
GMW00034068,2013-07-11,TMIN,129
GMW00034068,2013-07-11,TMAX,235
GMW00034068,2015-10-04,TMAX,155
GME00121246,2008-11-20,TMIN,80
GME00121246,2009-09-01,TMIN,116
GME00121246,2009-09-01,TMAX,313
GME00121246,2008-11-20,TMAX,103
GMW00034068,2010-12-01,TMAX,-16
GMW00035032,2013-06-01,TMAX,171
GMW00035032,2015-05-26,TMIN,57
GME00121246,2015-11-03,TMIN,19
GMW00035032,2015-05-26,TMAX,166
GMW00034068,2014-09-20,TMIN,163
GMW00035032,2012-01-26,TMAX,29
GMW00034068,2014-09-20,TMAX,262
GMW00035032,2012-01-26,TMIN,-26
GMW00035032,2012-12-06,TMAX,22
GME00121246,2007-10-01,TMAX,216
GMW00035032,2012-12-06,TMIN,-25
GMW00034068,2013-05-03,TMIN,109
GMW00034068,2013-05-03,TMAX,192
GME00121246,2015-03-08,TMAX,146
GMW00034068,2007-07-16,TMIN,170
GMW00034068,2007-07-16,TMAX,351
GMW00034068,2015-10-04,TMIN,72
GMW00034068,2008-12-30,TMAX,10
GMW00034068,2008-12-30,TMIN,-84
GMW00034068,2005-10-09,TMIN,84
GME00121246,2008-12-04,TMAX,65
GMW00034068,2006-06-19,TMIN,171
GME00121246,2014-04-21,TMIN,46
GMW00034068,2015-03-04,TMIN,3
GME00121246,2006-05-30,TMAX,143
GME00121246,2008-12-04,TMIN,-22
GME00121246,2012-12-13,TMIN,-82
GME00121246,2006-05-30,TMIN,68
GME00121246,2008-11-12,TMAX,107
GME00121246,2012-12-13,TMAX,-16
GME00121246,2008-11-12,TMIN,57
GMW00035032,2010-02-09,TMAX,-38
GMW00034068,2007-08-17,TMAX,216
GME00121246,2014-04-21,TMAX,201
GMW00034068,2007-08-17,TMIN,112
GMW00035032,2010-02-09,TMIN,-53
GMW00035032,2010-01-18,TMAX,56
GMW00034068,2013-03-27,TMIN,-31
GMW00034068,2013-03-27,TMAX,52
GMW00034068,2014-12-27,TMAX,32
GME00121246,2015-06-06,TMIN,178
GMW00034068,2014-12-27,TMIN,-3
GMW00034068,2009-08-26,TMIN,178
GME00121246,2005-08-15,TMAX,208
GMW00034068,2009-08-26,TMAX,257
GMW00034068,2012-11-03,TMAX,137
GMW00035032,2014-09-14,TMAX,215
GME00121246,2009-08-01,TMAX,287
GME00121246,2009-08-01,TMIN,116
GMW00034068,2012-11-03,TMIN,71
GMW00035032,2010-01-18,TMIN,4
GMW00034068,2005-10-09,TMAX,188
GME00121246,2015-03-08,TMIN,-17
GME00121246,2005-08-15,TMIN,123
GMW00035032,2010-06-01,TMAX,201
GMW00034068,2010-09-07,TMIN,113
GMW00034068,2011-12-22,TMIN,25
GMW00034068,2010-05-23,TMAX,262
GMW00035032,2009-12-21,TMIN,-58
GMW00034068,2011-12-22,TMAX,74
GMW00035032,2013-04-25,TMAX,256
GMW00035032,2013-04-25,TMIN,95
GME00121246,2009-06-20,TMIN,71
GMW00034068,2012-04-28,TMAX,320
GME00121246,2009-06-20,TMAX,202
GMW00034068,2012-04-28,TMIN,106
GME00121246,2011-02-20,TMIN,-18
GMW00034068,2008-08-19,TMIN,150
GME00121246,2011-02-20,TMAX,12
GMW00034068,2009-03-11,TMAX,96
GMW00034068,2008-08-19,TMAX,210
GMW00034068,2009-03-11,TMIN,17
GMW00035032,2013-06-26,TMAX,167
GMW00035032,2014-02-16,TMAX,96
GMW00035032,2007-11-02,TMIN,63
GME00121246,2015-07-14,TMIN,172
GME00121246,2012-08-03,TMIN,145
GME00121246,2015-07-14,TMAX,264
GMW00034068,2010-05-23,TMIN,111
GME00121246,2012-08-03,TMAX,266
GME00121246,2012-03-02,TMAX,87
GMW00035032,2014-08-20,TMAX,191
GME00121246,2013-10-06,TMIN,105
GME00121246,2013-10-06,TMAX,148
GMW00035032,2014-08-20,TMIN,86
GMW00034068,2008-04-23,TMIN,53
GME00121246,2012-03-02,TMIN,57
GMW00034068,2006-07-27,TMAX,342
GMW00035032,2009-12-21,TMAX,1
GMW00034068,2008-12-27,TMIN,-23
GMW00034068,2007-10-24,TMAX,96
GME00121246,2012-09-04,TMIN,127
GMW00035032,2015-12-13,TMAX,98
GMW00035032,2015-12-13,TMIN,64
GME00121246,2012-09-04,TMAX,257
GME00121246,2013-07-07,TMAX,276
GMW00035032,2010-06-01,TMIN,96
GMW00034068,2014-03-13,TMAX,197
GMW00034068,2009-01-11,TMIN,-153
GMW00034068,2014-03-13,TMIN,2
GMW00034068,2010-09-07,TMAX,160
GMW00034068,2009-01-11,TMAX,-46
GMW00034068,2009-11-18,TMAX,125
GMW00034068,2009-11-18,TMIN,53
GMW00034068,2006-10-09,TMAX,198
GMW00034068,2006-10-09,TMIN,48
GME00121246,2013-07-07,TMIN,155
GMW00034068,2010-12-01,TMIN,-63
GMW00035032,2009-05-24,TMAX,285
GMW00034068,2012-01-29,TMAX,16
GMW00034068,2012-01-29,TMIN,-3
GMW00035032,2009-05-24,TMIN,135
GMW00034068,2008-12-27,TMAX,15
GME00121246,2008-01-05,TMIN,1
GME00121246,2010-07-21,TMIN,144
GME00121246,2010-07-21,TMAX,341
GME00121246,2012-10-08,TMIN,20
GME00121246,2012-10-08,TMAX,142
GMW00034068,2009-01-25,TMAX,66
GMW00034068,2009-01-25,TMIN,-34
GME00121246,2015-11-03,TMAX,74
GMW00034068,2007-10-24,TMIN,24
GMW00035032,2013-06-26,TMIN,98
GMW00034068,2011-08-08,TMAX,209
GME00121246,2013-02-01,TMIN,57
GME00121246,2006-10-25,TMAX,170
GMW00034068,2005-03-30,TMIN,73
GMW00034068,2009-02-22,TMIN,8
GMW00034068,2015-05-03,TMIN,116
GMW00034068,2009-02-22,TMAX,61
GMW00034068,2006-09-11,TMIN,124
GME00121246,2009-11-13,TMIN,57
GME00121246,2009-11-13,TMAX,144
GMW00034068,2008-06-03,TMAX,247
GMW00034068,2008-06-03,TMIN,144
GME00121246,2015-03-07,TMAX,115
GMW00035032,2006-05-04,TMIN,111
GMW00034068,2015-05-03,TMAX,177
GME00121246,2015-03-07,TMIN,-23
GME00121246,2012-02-05,TMAX,-44
GME00121246,2006-10-25,TMIN,87
GMW00035032,2011-06-12,TMIN,109
GMW00035032,2008-10-08,TMAX,194
GMW00035032,2013-12-17,TMIN,-29
GMW00035032,2013-12-17,TMAX,74
GMW00035032,2015-05-14,TMAX,204
GMW00035032,2015-05-14,TMIN,108
GMW00034068,2007-10-23,TMAX,105
GME00121246,2012-10-11,TMIN,2
GME00121246,2012-10-11,TMAX,142
GMW00035032,2011-06-12,TMAX,218
GMW00034068,2005-01-11,TMIN,35
GME00121246,2006-08-08,TMAX,226
GME00121246,2006-08-08,TMIN,165
GMW00034068,2005-01-11,TMAX,104
GMW00035032,2008-10-08,TMIN,119
GME00121246,2015-10-27,TMAX,133
GME00121246,2012-02-05,TMIN,-153
GMW00034068,2006-09-11,TMAX,286
GMW00035032,2008-08-10,TMAX,240
GMW00034068,2013-12-14,TMIN,-6
GMW00035032,2008-08-10,TMIN,150
GMW00035032,2010-09-14,TMAX,199
GMW00035032,2010-09-14,TMIN,119
GME00121246,2015-11-06,TMIN,82
GMW00034068,2007-01-12,TMAX,110
GMW00034068,2007-01-12,TMIN,72
GME00121246,2015-11-06,TMAX,165
GME00121246,2015-12-31,TMAX,55
GMW00035032,2009-04-27,TMIN,105
GMW00035032,2009-04-27,TMAX,174
GMW00035032,2008-01-03,TMIN,-15
GMW00035032,2010-09-07,TMAX,136
GMW00035032,2008-01-03,TMAX,16
GME00121246,2007-07-25,TMIN,110
GME00121246,2009-12-05,TMAX,62
GME00121246,2015-10-27,TMIN,22
GMW00034068,2005-08-24,TMIN,160
GMW00034068,2005-08-24,TMAX,234
GME00121246,2014-10-27,TMIN,50
GMW00034068,2005-03-30,TMAX,127
GME00121246,2015-12-31,TMIN,23
GMW00034068,2007-10-23,TMIN,20
GMW00035032,2006-02-22,TMAX,33
GME00121246,2011-05-23,TMAX,233
GME00121246,2007-07-25,TMAX,246
GMW00034068,2005-06-20,TMAX,330
GME00121246,2011-05-23,TMIN,70
GMW00035032,2006-02-22,TMIN,12
GMW00035032,2006-05-04,TMAX,255
GME00121246,2009-12-05,TMIN,-10
GMW00034068,2011-04-27,TMIN,90
GMW00034068,2011-04-27,TMAX,166
GMW00035032,2005-07-15,TMIN,169
GME00121246,2011-02-04,TMIN,18
GME00121246,2011-02-04,TMAX,83
GMW00035032,2009-09-29,TMIN,124
GME00121246,2014-10-27,TMAX,117
GME00121246,2012-06-10,TMAX,206
GME00121246,2011-12-13,TMIN,46
GME00121246,2012-06-10,TMIN,102
GME00121246,2012-02-11,TMIN,-147
GME00121246,2012-02-11,TMAX,-42
GME00121246,2010-07-23,TMIN,155
GMW00035032,2009-09-29,TMAX,188
GME00121246,2010-07-23,TMAX,220
GMW00034068,2010-01-03,TMIN,-36
GME00121246,2006-01-27,TMIN,-75
GMW00035032,2014-09-14,TMIN,130
GMW00034068,2010-01-03,TMAX,11
GMW00035032,2005-09-21,TMIN,52
GMW00034068,2011-08-08,TMIN,133
GMW00034068,2006-07-27,TMIN,194
GME00121246,2006-01-27,TMAX,-35
GMW00034068,2006-06-19,TMAX,296
GMW00034068,2011-09-05,TMIN,120
GMW00034068,2011-09-05,TMAX,223
GME00121246,2011-12-13,TMAX,97
GMW00035032,2012-06-07,TMAX,247
GMW00035032,2012-06-07,TMIN,111
GMW00034068,2013-03-06,TMIN,-29
GMW00035032,2005-09-21,TMAX,208
GMW00034068,2006-03-21,TMAX,55
GMW00034068,2006-03-21,TMIN,22
GME00121246,2013-02-01,TMAX,79
GMW00034068,2013-03-06,TMAX,173
GMW00034068,2015-03-04,TMAX,91
GMW00034068,2014-06-25,TMAX,225
GME00121246,2013-06-21,TMIN,138
GMW00035032,2009-04-02,TMIN,80
GME00121246,2009-05-03,TMIN,79
GMW00035032,2009-08-10,TMAX,265
GMW00035032,2009-08-10,TMIN,166
GME00121246,2009-05-03,TMAX,219
GME00121246,2009-05-01,TMAX,230
GME00121246,2009-05-01,TMIN,67
GMW00034068,2014-09-25,TMAX,179
GMW00035032,2009-04-02,TMAX,223
GMW00034068,2014-09-25,TMIN,104
GMW00035032,2014-08-05,TMIN,151
GMW00035032,2014-08-05,TMAX,238
GMW00034068,2013-09-28,TMAX,210
GME00121246,2007-02-01,TMAX,108
GME00121246,2007-02-01,TMIN,51
GMW00035032,2005-07-15,TMAX,313
GMW00034068,2013-06-13,TMAX,277
GME00121246,2007-08-04,TMAX,263
GMW00034068,2013-06-13,TMIN,132
GMW00035032,2008-08-31,TMAX,282
GMW00034068,2007-02-13,TMIN,42
GMW00034068,2007-02-13,TMAX,110
GMW00035032,2008-08-31,TMIN,132
GME00121246,2013-06-21,TMAX,231
GMW00034068,2014-07-16,TMAX,288
GME00121246,2007-08-04,TMIN,97
GMW00034068,2013-02-13,TMIN,-41
GMW00034068,2013-02-13,TMAX,15
GMW00035032,2015-06-14,TMIN,112
GMW00034068,2014-06-25,TMIN,112
GMW00034068,2013-09-28,TMIN,78
GMW00034068,2014-07-16,TMIN,152
GMW00035032,2014-02-16,TMIN,20
GMW00034068,2005-11-03,TMIN,95
GMW00035032,2007-11-02,TMAX,105
GME00121246,2007-04-10,TMIN,38
GME00121246,2006-10-26,TMIN,77
GME00121246,2015-02-03,TMIN,-39
GMW00034068,2012-09-19,TMAX,186
GMW00035032,2008-02-25,TMIN,44
GMW00034068,2006-01-02,TMAX,63
GMW00034068,2006-01-02,TMIN,3
GME00121246,2006-10-26,TMAX,231
GMW00035032,2013-02-28,TMIN,14
GMW00034068,2012-12-01,TMIN,-55
GMW00035032,2013-02-28,TMAX,51
